id,intitule,adresse,code postal,ville,depot
1766,Valérie Dubourg,157 Allee du 14 Juin,88430,Corcieux,25
1767,Christian Lucas,9bis Chemin du Prêtre,88600,Brouvelieures,33
1768,Théodore Renaud,326 Bâche le Loup,68650,Lapoutroie,38
1769,Léandre Cochet,28 Martimpré,88430,Gerbépal,42
1770,Patrick Sevin,3 Rue Alphonse de Lamartine,88000,Épinal,52
1771,Jonathan Billy,1930 Route de Saint-dié,88100,Nayemont-les-Fosses,21
1772,Brigitte Bouchet,132 Rue de Ribeaupierre,88650,Saint-Léonard,45
1773,Yoann Renou,9 Rue du Général Haxo Prolongée,88000,Épinal,53
1774,Timeo Prunier,3a Route de Saâles,88490,Provenchères-et-Colroy,20
1775,Valère Auffret,98 Rue de la Tournelle,88110,Celles-sur-Plaine,60
1776,Denise Cote,30 Rue du Lavoir,88600,Bruyères,32
1777,Aurore Le bihan,9 Rue de la Combelle,88200,Saint-Nabord,30
1778,Patricia Mousset,18 Rue Alban Fournier,88470,La Salle,11
1779,Laurent Lebreton,26 Rue Du Pair,88420,Moyenmoutier,64
1780,Gaston Bocquet,2 Chemin des Tannes,88250,La Bresse,49
1781,Jade Guiot,11 Rue Louis Marin,88600,Bruyères,32
1782,Aurelia Philibert,2 Chemin des Lièvres,88400,Gérardmer,26
1783,Amélie Meyer,12 Les Chapes,88640,Granges-Aumontzey,51
1784,Marcel Piat,44bis Rue de la Libération,88210,La Petite-Raon,15
1785,Juliette Mauduit,68 Grande Rue,88490,Provenchères-et-Colroy,20
1786,Augustine Le bars,14 Quartier Cuny Molard,54290,Roville-devant-Bayon,57
1787,Antoinette Tisserand,2 Le Pre des Graines,54540,Bionville,61
1788,Maël Lecocq,221 La Chapelle,68910,Labaroche,40
1789,Tania Delhaye,107 Geissbach,68140,Eschbach-au-Val,41
1790,Daniel Ledoux,8 Rue des Pres Pecate,88580,Saulcy-sur-Meurthe,22
1791,Magali Gueguen,121 Chemin de la Chapelle,88230,Ban-sur-Meurthe-Clefcy,44
1792,Guilhem Deschamps,1 Falurgoutte,88640,Granges-Aumontzey,51
1793,Philippe Delattre,23 Chemin du Haut du Moncey,88100,Saint-Dié-des-Vosges,23
1794,Roméo Moulin,9 Ruelle des Hauts Fossés,54290,Bayon,57
1795,Loris Collot,25 Rue du Vélodrome,88200,Saint-Étienne-lès-Remiremont,29
1796,Lorrain Aubert,78 Rue Louis Frommer,88100,Sainte-Marguerite,22
1797,Malone Tournier,2 Impasse Rovel,88100,Saint-Dié-des-Vosges,12
1798,Blanche Godin,Corcieux,88430,Corcieux,25
1799,Kewan Delannoy,3bis Rue du Daval,88250,La Bresse,49
1800,Lucienne Jouve,4 Route de Virecourt,54290,Villacourt,57
1801,Renée de Montclos,175 Chemin de la Clanche,88100,Taintrux,24
1802,Faustine Carriere,1068 Route de Saulcy,88650,Saint-Léonard,46
1803,Pascale Segard,1 Rue de Saint-linguy,88700,Jeanménil,9
1804,Josephine Andrez,2 Rue du Paquis,88490,Provenchères-et-Colroy,20
1805,Maé Monteil,40 les Grands Champs,68910,Labaroche,40
1806,Jeanne Motte,739 Route Departementale 73,88230,Ban-sur-Meurthe-Clefcy,44
1807,Yvan Mahe,161 Le Hagimont,88230,Ban-sur-Meurthe-Clefcy,43
1808,Bertrand Naudin,331 Chemin de la Haute Fossé,88100,Taintrux,24
1809,Côme Payen,4 Place des Vosges,88700,Rambervillers,8
1810,Arthur Laine,505 Chemin De Chenecieux,88470,La Voivre,13
1811,Marthe Beaulieu,374 Rue de l'Etang,88100,Sainte-Marguerite,34
1812,Arlette Brisset,34 Chemin de la Goutte,68650,Lapoutroie,39
1813,Clovis Goupil,13 Impasse Saint Maurice,88000,Épinal,52
1814,Liliane Varlet,1758 Route de Saint Dié,88470,Saint-Michel-sur-Meurthe,13
1815,Annick Bellot,748 Chemin des Goutys,88100,Nayemont-les-Fosses,21
1816,Maude Raoul,13 Rue des 4 Fontaines,88200,Saint-Nabord,30
1817,Eliane Lechat,11 Rue du Docteur Pierre Grosjean,88120,Vagney,28
1818,Yannick Babin,5bis Chemin du Prêtre,88600,Brouvelieures,33
1819,Meline Racine,1 Rue Eugène Gérard,88530,Le Tholy,27
1820,Zora Dubuc,Badonviller,54540,Badonviller,59
1821,Laurence Ferrari,46 Rue des Tanneries,88700,Rambervillers,8
1822,Alfred Vautrin,36 Quai de Dogneville,88000,Épinal,53
1823,Emmanuelle Riviere,5 Rue du Vivier,88480,Étival-Clairefontaine,3
1824,Chloé Roux,745 Route de la Combe,88100,Pair-et-Grandrupt,21
1825,Rudy Boutin,40a Rue du Saut-le-cerf,88000,Jeuxey,52
1826,Thierry Gosselin,89 Allee du Tissage,88430,Corcieux,25
1827,Sylvain Tison,220 Rue de Lorraine (Thaon-les-Vosges),88150,Thaon-les-Vosges,54
1828,Christelle Puech,1 Rue de Turenne,88200,Saint-Nabord,30
1829,Melvin Huchet,1 Rue de Métendal,88700,Rambervillers,8
1830,Sandro Mazet,6 Chemin de la Baraque,88700,Jeanménil,9
1831,Joan Lang,2 11 Chemin de la Creuse,88110,Luvigny,61
1832,Nathéo Ouvrard,11 Route de Moussey,88210,Le Saulcy,16
1833,Yaël Tardieu,2 Chemin de la Basse des Buissons,68650,Lapoutroie,38
1834,Boris Grimaud,36 Rue de l'Ancien Sanatorium,67130,Schirmeck,62
1835,Valèry Raimbault,20 Rue Général de Reffye,88000,Épinal,53
1836,Hervé Luciani,713 Rue Paul Elbel,88420,Moyenmoutier,14
1837,Marguerite Huguet,1663 Route du Valtin,88400,Xonrupt-Longemer,42
1838,Malo Rillart de Verneuil,34 Impasse du Moulin,88430,Corcieux,48
1839,Maxence Gosset,90 Route Principale,88470,La Voivre,13
1840,Lena Tran,3 Route de Doncières,88700,Rambervillers,8
1841,Carlos Lesueur,Rue Eugène Sonrier,88190,Golbey,53
1842,Adrien Hoffmann,26 Lotissement Adrien Mathis,88490,Provenchères-et-Colroy,20
1843,Didier Menard,6 Rue des Myosotis,88100,Saint-Dié-des-Vosges,34
1844,Matt Terrien,11 Rue de l'Etang,88700,Romont,7
1845,Linda Grange,35 Rue des Ecoles,88580,Saulcy-sur-Meurthe,45
1846,Elouan Carpentier,226 Route de la Sappe,88650,Anould,44
1847,Axel Louis,22 Rue du Chevreuil Blanc,88250,La Bresse,49
1848,Estéban Blandin,4 Rue Honoré de Balzac,88000,Épinal,52
1849,Charlotte Piot,3 Le Haut du Roc,88120,Basse-sur-le-Rupt,50
1850,Colette Rigaud,8 Rue de la Cote du Chateau,67130,Barembach,62
1851,Virginie Vigneron,9 Route de la Rochiere,88230,Fraize,37
1852,Pierre Le roux,190 Route des Tixes,88430,Corcieux,25
1853,Lino Caillaud,1 la Frase,88700,Jeanménil,10
1854,Samuel Loyer,5a Rue Paul Claudel,88250,La Bresse,49
1855,Edwige Michel,9999 Rue De La Meurthe,88470,La Voivre,13
1856,Agathe Mora,1 Allee de Saint Louis,88130,Charmes,56
1857,Angeline Jan,155 Chemin De La Roche,88470,La Voivre,13
1858,Elias Garrigues,4 Les Tournures,88430,Gerbépal,48
1859,Frédéric Chaix,1 Vachimont,88210,Vieux-Moulin,15
1860,Emrys Le Coz,16 Lotissement les Prés de l'Anneau,88110,Celles-sur-Plaine,60
1861,Marin Portal,710 Route Des Sagards,88420,Moyenmoutier,14
1862,Caroline Miquel,6 Chemin de la Poterie,88700,Jeanménil,9
1863,Rose-Marie Hoareau,54 Quai Sadi Carnot,88100,Saint-Dié-des-Vosges,47
1864,Noham Fontaine,39 Rue des Ecoles,67130,Schirmeck,62
1865,Josiane Pham,2 Residence Mariabel,88120,Vagney,28
1866,Victorine d'Harcourt,2 Rue des F F I,88130,Charmes,56
1867,Thomas Cros,26 Route de Notre Dame de la Paix,88310,Cornimont,49
1868,Henriette Chollet,10 Route de la Petite Fosse,88490,Provenchères-et-Colroy,20
1869,Laurie Auger,22 Chemin de la Basse des Rupts,88400,Gérardmer,26
1870,Gilles Caillet,5 Rue des Lisieres du Kemberg,88100,Saint-Dié-des-Vosges,47
1871,Tristan Perrault,700 Rue de Lorraine,88150,Igney,55
1872,Achille Blaise,7 Chemin du Tilleul,88210,Ban-de-Sapt,63
1873,Laurine Pouliquen,1 Le Haut Bout,88210,Hurbache,64
1874,Albert Roca,1 Avenue des Terres Saint Jean,88000,Épinal,52
1875,Agnès Allemand,25 Les Ziauprés,88430,Gerbépal,48
1876,Mathis Barbier,1 Rue de la Fontaine Salovin,54122,Fontenoy-la-Joûte,6
1877,Anne-Lise Sorin,91 Impasse du Champ Balland,88430,Corcieux,25
1878,Georgette Roger,2 Avenue Du General De Gaulle,88420,Moyenmoutier,14
1879,Marie-Claude Bailleul,13 Rue Notre-dame,54540,Badonviller,59
1880,Anthony Guillemin,21 Avenue Clémenceau,54540,Badonviller,59
1881,Delphine Guery,716 Rue Saint-Michel,88470,Saint-Michel-sur-Meurthe,2
1882,Thaïs Laffont,720 Chemin de la Cartonnerie,88100,Sainte-Marguerite,22
1883,Ghislaine Mercier,230 A Chaumont,88100,Taintrux,24
1884,Tessa Franco,7g Rue du 2e Tabors Marocains,68650,Lapoutroie,38
1885,Timothée Daval,10bis Rue des Ecoliers,88580,Saulcy-sur-Meurthe,46
1886,Gustave Jullien,87a Kermodé,68650,Lapoutroie,38
1887,Frédérique Caro,2 Rue de la Meulnotte,88460,Cheniménil,31
1888,Arwen Bonnel,1 Rue De L Est,88440,Nomexy,55
1889,Pierrette Bataille,225 Rue de l'Ormeau,88430,Corcieux,25
1890,Malcom Samson,2 Impasse du Clos des Peupliers,88100,Saint-Dié-des-Vosges,47
1891,Nolan Brunel,Le Haut des Côtes,54290,Virecourt,57
1892,Joachim Douay,21 Avenue Eugenie Jules Ferry,88100,Saint-Dié-des-Vosges,47
1893,Olive Vannier,1 Rue des Cerisiers,68650,Lapoutroie,38
1894,Sylvie Leveque,74 Avenue de Verdun,88100,Saint-Dié-des-Vosges,1
1895,Loïs Bayle,Chemin de la Charbonnière,88210,Moussey,16
1896,Jonas Combe,16e Faubourg d'Epinal,88200,Remiremont,29
1897,Alexandra Monnier,422 Le Vic,88230,Ban-sur-Meurthe-Clefcy,43
1898,Martin Gaudemaris,75 Bas Lachamp,67130,Bellefosse,18
1899,Yaëlle Rambaud,1 Impasse des Maisons Neuves,88400,Gérardmer,26
1900,Youna Lemoine,3 Route d'Allarmont,88110,Celles-sur-Plaine,60
1901,Charline Loisel,1 Le Breuil,88640,Champdray,51
1902,Ludivine Moreira,47 Rue Saint-pierre,54830,Gerbéviller,58
1903,Cécile Lafitte,35 Rue Jacques Delille,88100,Saint-Dié-des-Vosges,1
1904,Pimprenelle Masson,64 Boulevard de la Jamagne,88400,Gérardmer,26
1905,Gwendoline Oudin,9 Avenue du Rose Poirier,88000,Épinal,52
1906,Gabriel Guyot,56a Bois le Sire,68370,Orbey,39
1907,Annabelle Blanchard,49 Les Christes,68910,Labaroche,40
1908,Dylan de Fontanges,185 Impasse du Béaba,88400,Xonrupt-Longemer,42
1909,Mylan Seguin,11 Chemin des Gadines,54120,Baccarat,5
1910,Joelle Barreau,11 Rue de la Tournelle,88110,Celles-sur-Plaine,60
1911,Diego Pinto,34 Rue du Faude,68370,Orbey,39
1912,Ruben Aubry,5 Chemin du Champ de la Place,88200,Saint-Étienne-lès-Remiremont,29
1913,Marianne Delage,11 Lotissement les Sausses Vaney,88150,Thaon-les-Vosges,54
1914,Vincent Rougier,11 Rue du Centre,88700,Saint-Gorgon,9
1915,Fabrice Favier,1 Rue des Forges,88600,Brouvelieures,33
1916,Lucas Lemonnier,19 Route d'Autrey,88700,Jeanménil,9
1917,Claude Michon,60 Route de Robache,88100,Saint-Dié-des-Vosges,12
1918,Baptiste Guilloux,25 Rue de la Résistance,88250,La Bresse,49
1919,Joanna Drouet,105 Route des Molieres,88100,Saint-Dié-des-Vosges,34
1920,Augustin Gaillard,48 Avenue de Robache,88100,Saint-Dié-des-Vosges,1
1921,Gaëlle Jarry,3 Rue de l’Ecluse,88190,Golbey,53
1922,Eloi Berton,2 lotissement la Faléière,88470,Saint-Michel-sur-Meurthe,2
1923,Ernest Paris,6 Rue du Château,88700,Romont,7
1924,René Kremer,1 Rue du Moulin,88700,Roville-aux-Chênes,7
1925,Roseline Favre,764 Chemin de l'Epine,88100,Taintrux,24
1926,Ophélie Pinet,2 Chemin de la Fave,88100,Saint-Dié-des-Vosges,47
1927,Roland Lemarchand,27 Avenue de Bellefontaine,88480,Étival-Clairefontaine,3
1928,Dany Marty,3 Nayemont,88210,Ban-de-Sapt,63
1929,Loïc Metayer,8 Rue de l'Avison,88600,Bruyères,32
1930,Yohann Fouquet,11 Route de Bruyeres (Granges-sur-Vologne),88640,Granges-Aumontzey,51
1931,Lola Fonteneau,3 Route de Bouvacote,88530,Le Tholy,27
1932,Charles Boutet,15 Rue Marie Curie,88100,Saint-Dié-des-Vosges,34
1933,Sabrina Bonnin,93 Faubourg de Poissompré,88000,Épinal,52
1934,Olympe Bouvier,1 Rue des 4 Vents,88200,Saint-Nabord,30
1935,Aimé Fillon,12 Impasse le Clos le Prêtre,88190,Golbey,53
1936,Raymond Billon,Route Nationale 57 Metz Besancon,88200,Saint-Étienne-lès-Remiremont,30
1937,Titouan Prudhomme,720 Rue de Bréhimont,88470,Saint-Michel-sur-Meurthe,2
1938,Patrice Bauduin,621 Chemin du Mauvais Champ,88100,Taintrux,45
1939,Béatrice Reynaud,2 Rue de l'Hellichamp,54830,Gerbéviller,58
1940,Pauline Faivre,704 Rue Du Ban De Sapt,88420,Moyenmoutier,64
1941,Zita Moreno,29a Le Village,88210,Hurbache,64
1942,Simone Jouan,17 Rue de Borémont,88600,Champ-le-Duc,32
1943,Christel Prat,3 Au Moulin,67420,Bourg-Bruche,19
1944,Ilian Vivier,5 Rue de sous Froid,88200,Saint-Nabord,30
1945,Lorenzo Guedon,351 Rue du Moitrier,88470,Saint-Michel-sur-Meurthe,2
1946,Anne-Claire Borel,6 La Truche,88520,Ban-de-Laveline,36
1947,Marjorie Guegan,4 Rue de la Petite Papeterie,88480,Étival-Clairefontaine,3
1948,Zéphir Bellec,13 Chemin de la Soye,88110,Celles-sur-Plaine,60
1949,Jérôme Massot,2 chemin de l'écluse numéro 21,88150,Thaon-les-Vosges,54
1950,Carla Garcia,5 Rue Madame Aimee,68140,Munster,41
1951,Alison Vallee,16 Rue De La Prairie,88420,Moyenmoutier,14
1952,April Bloch,751 Chemin du Petit Paris,88100,Taintrux,24
1953,Alain Debray,Chemin des Fetes,88100,Saint-Dié-des-Vosges,2
1954,Andrea Pierron,377 Grenelle,68370,Orbey,39
1955,Lionel Munoz,1 Le Beau,88530,Le Tholy,27
1956,Camille Chapuis,1 Route de Moyenmoutier,88210,Hurbache,64
1957,Lilian Gregoire,646 Rue de Bréhimont,88470,Saint-Michel-sur-Meurthe,2
1958,Alexis Roussel,122 Rue Jean Baptiste Mathieu,88420,Moyenmoutier,14
1959,Simon Delpech,36 Avenue Ernest Colin,88100,Saint-Dié-des-Vosges,34
1960,Ezio Braud,2 Chemin du Robin,88110,Raon-l'Étape,4
1961,Arsène Lemarchand,9999c Rue Marcel Boussac,88440,Nomexy,55
1962,Edmond Marty,28 Route de Bussang,88200,Remiremont,29
1963,Françoise Metayer,217 Rue de la Gare,88470,Saint-Michel-sur-Meurthe,2
1964,Hugo Fouquet,280b le Fossé,68650,Lapoutroie,38
1965,Léon Fonteneau,4 Rue de Belle Vue,88110,Raon-l'Étape,4
1966,Valérian Boutet,14 Rue des Evelottes,54290,Bayon,57
1967,Harold Bonnin,2 Route de la Gare,88600,Domfaing,33
1968,Roger Bouvier,75 Rue de la Bolle,88100,Saint-Dié-des-Vosges,47
1969,Martine Fillon,3 Chemin de la Rochelure,88210,Senones,15
1970,Emile Billon,1 Rue des 4 Fontaines,88200,Saint-Nabord,30
1971,Karen Prud'homme,48 Rue des Forges,88600,Brouvelieures,33
1972,Serge Bauduin,2 Rue des Merisiers,67130,La Broque,62
1973,Justin Reynaud,4 Rue de la Moselle,54290,Bayon,57
1974,Albane Faivre,12bis Rue de la Mairie,88600,Vervezelle,33
1975,Nadia Moreno,770 Route de Ginfosse,88520,Raves,36
1976,William Jouan,450 Rue du Haut Meix,88100,Neuvillers-sur-Fave,35
1977,Jean-Louis Prat,2 Route de la Blanche Pierre,88120,Vagney,28
1978,Marie Vivier,3 Rue du Guidon,88700,Jeanménil,9
1979,Ylan Guedon,1 A la Brayatte,88120,Rochesson,49
1980,Gilberte Borel,319 Route de la Broche du Pont,88400,Xonrupt-Longemer,42
1981,Estelle Guegan,238 Route de l'Ormont,88100,Nayemont-les-Fosses,22
1982,Jean-Christophe Bellec,218 le Noirmont,68370,Orbey,39
1983,Kimi Massot,24 Rue du Chêne l'Epine,88480,Étival-Clairefontaine,3
1984,Marc Garcia,325 Route D Hurbache,88470,La Voivre,13
1985,Lenny Vallee,16a Rue du Repos,67130,La Broque,62
1986,Nadine Bloch,12 Rue du Pont de Saint-Jean,88210,Le Saulcy,16
1987,Alice Debray,39 Avenue de Lachapelle,54120,Baccarat,5
1988,Marine Pierron,24c Rue de la Bazaine,88000,Épinal,52
1989,Evan Munoz,2 Rue de Lorraine,88700,Roville-aux-Chênes,7
1990,Henri Chapuis,3 La Crosse,88430,Gerbépal,48
1991,Alban Gregoire,222 Chemin des Goutys,88100,Pair-et-Grandrupt,21
1992,Alexine Roussel,29 Rue du Chene,88700,Roville-aux-Chênes,8
1993,Christophe Delpech,349 Rue Paul Verlaine,88650,Anould,44
1994,Rayan Braud,18 Avenue de Robache,88100,Saint-Dié-des-Vosges,12
1995,Victor Wagner,6 Rue de la Behouille,88100,Saint-Dié-des-Vosges,47
1996,Laure Fievet,11 Rue du Chaudfour,54120,Baccarat,5
1997,Eric Maury,26 Rue Thiers,88100,Saint-Dié-des-Vosges,23
1998,Robin Guilbaud,Bourse Noire,68240,Fréland,38
1999,Maeva Besnard,18 Le Greniot,88430,Gerbépal,48
2000,Irene Cuvelier,79 Le Pre Saint Georges,88100,Taintrux,24
2001,Janine Baudouin,2 Rue Saint-Léger,68140,Munster,41
2002,Lubin Fremont,24 Rue de la Barriere,54120,Baccarat,5
2003,Lisa Chauveau,36 Chemin de Dubach,68140,Munster,41
2004,Ethan Maurin,35 Rue du Haut Buisson,54120,Baccarat,5
2005,Gérald Ragot,25 Route de Bruyeres (Granges-sur-Vologne),88640,Granges-Aumontzey,51
2006,Soan Pouget,96 Grand'Rue,67130,Schirmeck,62
2007,Lorraine Gérard,15 Rue du Duc Ferry Trois,88110,Raon-l'Étape,4
2008,Jean-Michel Aubertin,22 Rue Principale,88210,Le Saulcy,16
2009,Abel Philippon,1 Rue du Petit Foucharupt,88100,Saint-Dié-des-Vosges,47
2010,Maryse Papin,1 Route de Séranville,54830,Gerbéviller,58
2011,Alexia Pillet,75 Rue Jean Jaurés,88000,Épinal,53
2012,Valériane Berard,3 Route de Berlingoutte,88530,Le Tholy,27
2013,Nino Aubin,11 Rue de l'Universite,88100,Saint-Dié-des-Vosges,47
2014,Gauthier Dubourg,4 Le Pre Magrot,88200,Saint-Nabord,30
2015,Véronique Lucas,2277 Route des Collieures,88430,Corcieux,48
2016,Florent Renaud,29 Rue de Luttenbach,68140,Munster,41
2017,Soren Cochet,17bis Cite Fontenay,88150,Igney,54
2018,Adam Sevin,2 Grande Rue,88490,Provenchères-et-Colroy,20
2019,Jolan Billy,21 Rue du Maréchal Foch,88100,Saint-Dié-des-Vosges,12
2020,Thiméo Bouchet,2 La Briboudiere,88490,Provenchères-et-Colroy,20
2021,Virgile Renou,49 Rue des 5e et 15e Bcp,88200,Saint-Étienne-lès-Remiremont,29
2022,Vanessa Prunier,10 Hlm de la Gare,88460,Docelles,31
2023,Orianne Auffret,27 Rue Du Tambour,88420,Moyenmoutier,14
2024,Sylviane Cote,509 Chemin des Vieilles Fouies,88400,Xonrupt-Longemer,42
2025,Noël Le Bihan,26bis Rue du Moulin,88120,Vagney,28
2026,Damien Mousset,3 Le Nouveau Saales,88490,Provenchères-et-Colroy,19
2027,Géraldine Lebreton,1 La Naurcha,88210,Le Puid,16
2028,Sandra Bocquet,275 Chemin des Grandes Hyères,88100,Sainte-Marguerite,22
2029,Nina Guiot,8 Route de Senones,88210,Ban-de-Sapt,63
2030,Cédric Philibert,85 Chemin de la Tramoulée,88470,Saint-Michel-sur-Meurthe,2
2031,Maxime Rousselle,2 Chemin de la Retelere,88250,La Bresse,49
2032,Raphaël Huart,6 Chemin du Saucy,88100,Saint-Dié-des-Vosges,1
2033,Chantal Remy,3 Rue Pierre Bérégovoy,88100,Saint-Dié-des-Vosges,47
2034,Emilienne Verrier,2 Chemin des Privileges,88400,Gérardmer,26
2035,Max Benoist,70 Chemin de la Belle Campagne,88100,Nayemont-les-Fosses,21
2036,Vianney Rossi,12 Lot Du Champ De La Bateuze,88420,Moyenmoutier,3
2037,Tim Bastien,10 Allee des Jonquilles,88430,Corcieux,25
2038,Manuel Robinet,446 Rue James Wiese,88430,Corcieux,25
2039,Gérard Angot,6 Rue des Thieuls,88210,Senones,15
2040,Salomé Andrieu,80 Le Coty,88230,Ban-sur-Meurthe-Clefcy,43
2041,Karine Chatelain,2 Chemin des Bolottes,88600,Champ-le-Duc,32
2042,Kenzo Le Gal,9 Rue Yvan Sibille,88000,Épinal,52
2043,Laurence Bossard,30 Route de Grandvillers,88600,Bruyères,33
2044,Jean-Baptiste Leduc,3 Route de Blongoutte,88530,La Forge,27
2045,Sonia Teissier,14 Rue du Général Leclerc,88190,Golbey,53
2046,Jordan Foucault,15 Rue 31e Btn de Chasseurs a Pieds,88100,Saint-Dié-des-Vosges,47
2047,Mylène Gerardin,652 Rue d'Alsace,88100,Sainte-Marguerite,22
2048,François Rochette,1 Rue Devant les Evaux,88100,Neuvillers-sur-Fave,35
2049,Thibaut Romero,Les Prés de Lorey,54290,Neuviller-sur-Moselle,57
2050,Madeleine Imbert,47 Montée du Pré des Clefs,88400,Gérardmer,26
2051,Samantha Verger,33bis Rue de la Colline des Eaux,88700,Jeanménil,10
2052,Théo Lavaud,Le Roulier,88460,Le Roulier,31
2053,Naël Legros,5 Chemin Hingray,88000,Épinal,53
2054,Lou Teyssier,403 Route des Jumeaux,88470,La Bourgonce,11
2055,Kelly Bodin,33 Route de Jeuxey,88000,Épinal,52
2056,Margot Rey,14 Rue de la Corvée,88490,Provenchères-et-Colroy,20
2057,Yann Michaud,52 Layegoutte,88520,Bertrimoutier,36
2058,Marie-Louise Etienne,545 Chemin du Moulin,88100,Taintrux,24
2059,Marie-Noëlle Cotte,1 Rue de la Clairie,67420,Saales,19
2060,Marie-Pierre Serra,1165a Route des Relles Gouttes,88400,Xonrupt-Longemer,42
2061,Célestin Herve,2 Allee 4,88150,Thaon-les-Vosges,54
2062,Leonie Beal,320 Rue du Pré Chapy,88650,Saint-Léonard,45
2063,Maria Bigot,500 Chemin des Cultures,88650,Anould,44
2064,Edith Hennequin,2 Rue de l'Église,88210,Le Saulcy,16
2065,Cindy Dorion,3 Chemin du Pre des Gouttes,88200,Saint-Nabord,30
2066,Gaspard Marechal,32 Layegoutte,88520,Bertrimoutier,36
2067,Roman Philippot,280 Chemin du Xainfaing,88100,Taintrux,24
2068,Jacques Zimmermann,9 Rue de l’Ecluse,88130,Charmes,56
2069,Florence Riou,2 Rue des Ffi,88130,Charmes,56
2070,Charlène Vidal,Noir Mont,88530,Le Tholy,27
2071,Danielle Coste,48b Rue Leo Valentin,88000,Épinal,52
2072,Olivia Luce,Chemin du Bras Conseil,88230,Ban-sur-Meurthe-Clefcy,43
2073,Micheline Lahaye,473 Rue de l'Eglise,88470,Saint-Michel-sur-Meurthe,2
2074,Mathilde Verdier,427 Route de Diespach,67420,Plaine,17
2075,Jean-Paul Lacoste,2e Rue de Glonville,54120,Baccarat,5
2076,Catherine Barrau,6 Rue des Champs,67130,Fouday,18
2077,Théophile Le bras,77 Rue du Général Dufieux,68650,Lapoutroie,38
2078,Matéo Ben,1 La Tampointe,88210,Hurbache,64
2079,Harry Keller,78 Le Gazon,68910,Labaroche,40
2080,Bernard Munier,13 Avenue de la Gare,88120,Vagney,28
2081,Jean-Marie Clavier,92 Chemin du Trouchy,67130,Fouday,18
2082,Jacqueline Lacroix,8bis Rue Yvan Sibille,88000,Épinal,52
2083,Céleste Louvet,565 Route de la Beugrée,88100,Pair-et-Grandrupt,35
2084,Ange Chaput,95a Hambosture,68650,Lapoutroie,38
2085,Nathan Mounier,2 Rue de la Pouxe,88490,Provenchères-et-Colroy,20
2086,Yvette Peyre,1253 Rue de la Côte Saint Martin,88100,Saint-Dié-des-Vosges,23
2087,Milo Le borgne,Chat Noir,68370,Orbey,38
2088,Claire Bonneau,537 Route de la Medelle,88290,Saulxures-sur-Moselotte,50
2089,Victoria Cuny,62 Chemin du Giron,88100,Nayemont-les-Fosses,21
2090,Fernande Marc,10 Chemin du Ridot,88120,Vagney,28
2091,Julien Leprince,6 Grande Rue,88460,Cheniménil,31
2092,Jean-Philippe Rio,444e Derriere le Hagis,68910,Labaroche,40
2093,Clément Dion,2 Impasse de l'Etang Piller,88100,Saint-Dié-des-Vosges,1
2094,Liam Frey,35 Rue d’Armont,88200,Saint-Nabord,30
2095,Germaine James,15 Allées du Plateau Saint-maurice,88210,Senones,15
2096,Dorian Lassalle,42 Grande Rue,54290,Bayon,57
2097,Clara Grandjean,52b Rue Roger Salengro,88640,Granges-Aumontzey,51
2098,Téo Jaouen,1 Chaugoutte,88460,Cheniménil,31
2099,Josette Fevre,2 Rue du Leymel,68140,Munster,41
2100,Gilbert Dutertre,Targoutte,68650,Lapoutroie,38
2101,Nicole Chene,2 Rue de la Meurthe,54120,Deneuvre,5
2102,Felix Briere,2 Allée Numero 2,88150,Thaon-les-Vosges,54
2103,Tabitha de Chansiergues,48 Rue Raymond Panin,88580,Saulcy-sur-Meurthe,46
2104,Ginette Pigeon,540 Chemin du Grand Pre,88290,Saulxures-sur-Moselotte,50
2105,Nadege Tissier,9 Rue du Haut de la Ville,88600,Bruyères,32
