id,nom,prenom,naissance,pays
3360,Gobel,Paul,1983-12-12,DE
3361,Frithmann,Lukas,1964-06-16,DE
3362,Grosz,Gudrun,1992-03-14,DE
3363,Freiszmuth,Anna,1974-03-04,DE
3364,Kochman,Engelbert,1992-02-28,DE
3365,Gras,Jonas,1972-07-10,DE
3366,Burger,Anton,1966-06-30,DE
3367,Olgart,Wilma,1957-02-20,DE
3368,Kellner,Jasmin,1986-01-21,DE
3369,Esche,Kristina,1993-08-08,DE
3370,Bartholomaeus,Paulus,1981-03-08,DE
3371,Heinrich,Frieda,1987-08-27,DE
3372,Kraemer,Wilhelm,1948-02-16,DE
3373,Kesse,Hans,1951-02-06,DE
3374,Cederman,Lidwine,1979-01-04,DE
3375,Fet,Giesela,1989-08-17,DE
3376,Joppen,Liah,1948-03-02,DE
3377,Benz,Philipp,1980-11-23,DE
3378,Frank,Leah,1946-12-29,DE
3379,Schwartzenberg,Astrid,1986-01-25,DE
3380,Weille,Elias,1953-03-12,DE
3381,Hensler,Oliver,1982-10-04,DE
3382,Ungefugt,Johan,1972-02-02,DE
3383,Gärtener,Matthias,1951-09-10,DE
3384,Keller,Christof,1964-12-24,DE
3385,Haas,Frika,1989-04-21,DE
3386,Gorris,Lilli,1948-11-13,DE
3387,Lambling,Jürgen,1991-06-04,DE
3388,Karcher,Alina,1989-10-31,DE
3389,Burgmeister,Edmund,1988-03-21,DE
3390,Lenz,Leoni,1951-05-19,DE
3391,Möller,Ottmar,1982-07-20,DE
3392,Schneider,Gustav,1994-06-21,DE
3393,Maüs,Bernhard,1983-01-02,DE
3394,Becker,Finja,1967-02-15,DE
3395,Pöpfer,Markus,1994-02-04,DE
3396,Schreiber,Greta,1991-05-20,DE
3397,Tsederbaum,Emily,1965-07-03,DE
3398,Berger,Max,1964-12-09,DE
3399,Kellermann,Emma,1987-11-04,DE
3400,Leonhard,Josefine,1949-06-12,DE
3401,Bergmann,Ernst,1960-02-03,DE
3402,Fetting,Conrad,1966-07-22,DE
3403,Goebel,Ronja,1990-09-30,DE
3404,Krämer,Wilhelm,1984-09-01,DE
3405,Ziegler,Leonie,1971-07-23,DE
3406,Decker,Lya,1993-06-23,DE
3407,Hoffman,Benedikt,1974-01-27,DE
3408,Heinz,Emma,1979-05-14,DE
3409,Grosz,Paulus,1976-11-12,DE
3410,Itti,Anna,1965-03-24,DE
3411,Wilbrecht,Tim,1947-12-13,DE
3412,Freymuth,Dominik,1967-09-21,DE
3413,Walther,Max,1983-12-13,DE
3414,Halperin,Gretchen,1994-10-24,DE
3415,Zeder,Helmut,1983-05-05,DE
3416,Schwars,Lilli,1982-03-27,DE
3417,Graaf,Lisa,1951-04-11,DE
3418,Heïob,Franziska,1961-03-02,DE
3419,Engel,Johanna,1987-12-12,DE
3420,Erler,Sebastian,1954-06-06,DE
3421,Ritter,Harald,1973-09-30,DE
3422,Eiche,Gerald,1964-06-07,DE
3423,Klaas,Johan,1971-06-13,DE
3424,Schoenstein,Lars,1991-09-23,DE
3425,Fleisch,Emilie,1959-10-15,DE
3426,Johannes,Karl,1983-09-28,DE
3427,Kreitz,Gelsa,1979-04-26,DE
3428,Kleinmann,Edda,1971-02-09,DE
3429,Wagner,Jens,1957-04-11,DE
3430,Stöffel,Jana,1965-08-14,DE
3431,Probst,Maya,1978-10-30,DE
3432,Lamb,Rudy,1956-02-10,DE
3433,Webber,Wolgang,1981-09-25,DE
3434,Wolfgang,Tinka,1984-05-13,DE
3435,Bornemann,Hannah,1973-03-26,DE
3436,Georg,Uwe,1954-09-24,DE
3437,Gregorius,Horst,1975-09-20,DE
3438,Räder,Elke,1969-07-19,DE
3439,Eberhardt,Lilly,1966-12-15,DE
3440,Wiedermann,Melina,1945-12-04,DE
3441,Matthias,Melina,1990-06-07,DE
3442,Müller,Otho,1981-04-30,DE
3443,Bauer,Sofia,1986-03-02,DE
3444,Henssler,Petra,1970-11-25,DE
3445,Käsmacher,Gelsa,1976-07-31,DE
3446,Fahrnbach,Jakob,1955-10-05,DE
3447,Stoesser,Franz,1950-03-28,DE
3448,Hase,Gerd,1961-06-26,DE
3449,Theobald,Waldemar,1986-04-24,DE
3450,Goldman,Johanna,1966-07-20,DE
3451,Grass,Edda,1959-12-30,DE
3452,Kreuz,Sylivia,1993-08-29,DE
3453,Jungblut,Alina,1966-11-22,DE
3454,Stier,Clara,1948-10-06,DE
3455,Kürschner,Rainer,1952-12-19,DE
3456,Wichmann,Marlene,1960-03-27,DE
3457,Schmidlin,Katrin,1992-08-23,DE
3458,Acker,Sebastian,1978-06-07,DE
3459,Nickels,Lina,1978-10-18,DE
3460,Dittmar,Holger,1990-12-22,DE
3461,Pfister,Lotta,1990-07-15,DE
3462,Henker,Karl,1979-05-06,DE
3463,Sattler,Hubert,1981-10-01,DE
3464,Abt,Hannah ,1970-06-16,DE
3465,Bechele,Marlene,1965-07-15,DE
3466,Vogel,Gerd,1967-07-28,DE
3467,Rader,Leoni,1946-06-25,DE
3468,Höflicher,Sara,1966-09-09,DE
3469,Itty,Christof,1955-01-09,DE
3470,Fehrenbach,Jan,1949-09-02,DE
3471,Köning,Thilo,1955-05-22,DE
3472,Schnekenburger,Finnja,1981-04-28,DE
3473,Mayr,Joachim,1975-01-03,DE
3474,Hoffmann,Siegfried,1955-11-28,DE
3475,Leo,Kurt,1993-01-28,DE
3476,Weissmüller,Diether,1992-03-04,DE
3477,Theissen,Wilma,1956-01-15,DE
3478,Hetmann,Jakob,1991-09-07,DE
3479,Brükner,Eckart,1986-12-10,DE
3480,Käsmann,Sylivia,1994-07-13,DE
3481,Walter,Nina,1959-10-21,DE
3482,Dinkelmann,Liah,1956-12-09,DE
3483,Kristof,Julian,1982-06-04,DE
3484,Brücke,Zoe,1953-03-30,DE
3485,Fehrenbacher,Egon,1975-08-13,DE
3486,Lorentz,Leah,1959-01-31,DE
3487,Korber,Nina,1987-10-04,DE
3488,Mildt,Dieter,1971-01-06,DE
3489,Edelstein,Gerarde,1969-04-05,DE
3490,Erle,Ulbert,1963-02-05,DE
3491,Kleinman,Erich,1954-05-05,DE
3492,Hafner,Alda,1952-09-06,DE
3493,Eilenbecker,Siegfried,1978-09-26,DE
3494,Tischmacher,Artur,1978-01-12,DE
3495,Fichter,Leonie,1983-09-13,DE
3496,Tischer,Derrek,1961-04-26,DE
3497,Ferenbach,Hanna,1963-10-21,DE
3498,Baumgarten,Andreas,1967-11-30,DE
3499,Franfurter,Claudia,1951-12-27,DE
3500,Karl,Ernst,1970-09-11,DE
3501,Nagel,Lothar,1956-03-02,DE
3502,Francfort,Ulrich,1964-10-31,DE
3503,Bischoff,Birgit,1972-04-09,DE
3504,Kocks,Tim,1979-09-30,DE
3505,Huhn,Volker,1967-08-29,DE
3506,Schmitt,Paul,1975-01-27,DE
3507,Danel,Lukas,1952-02-04,DE
3508,Meier,Gudrun,1980-04-24,DE
3509,Kruger,Anna,1974-04-10,DE
3510,Vincent,Engelbert,1972-08-18,DE
3511,Marcus,Jonas,1966-12-03,DE
3512,Drummer,Anton,1979-07-07,DE
3513,Foster,Wilma,1951-02-18,DE
3514,Brückmann,Jasmin,1960-04-06,DE
3515,Thomaes,Kristina,1957-05-26,DE
3516,Tsederboim,Paulus,1952-09-15,DE
3517,Robert,Frieda,1948-12-30,DE
3518,Siemens,Wilhelm,1979-05-06,DE
3519,Honecker,Hans,1980-04-02,DE
3520,Rosenbaum,Lidwine,1976-05-14,DE
3521,Falkenback,Giesela,1959-09-21,DE
3522,Müller,Liah,1947-07-01,DE
3523,Eichmmann,Philipp,1992-02-10,DE
3524,Schaeffer,Leah,1953-04-14,DE
3525,Hammerschmidt,Astrid,1956-02-05,DE
3526,Kauffman,Elias,1978-12-25,DE
3527,Mutt,Oliver,1968-06-19,DE
3528,Freudiger,Johan,1970-10-23,DE
3529,Wiedemann,Matthias,1988-12-04,DE
3530,Holz,Christof,1975-12-28,DE
3531,Halbronn,Frika,1958-05-30,DE
3532,Bartel,Lilli,1989-11-14,DE
3533,Brama,Jürgen,1952-03-14,DE
3534,Landgraf,Alina,1982-07-26,DE
3535,Eberhard,Edmund,1957-04-16,DE
3536,Haes,Leoni,1987-09-29,DE
3537,Faber,Ottmar,1946-10-07,DE
3538,Jopp,Gustav,1977-02-20,DE
3539,Pfaff,Bernhard,1988-07-28,DE
3540,Müller,Finja,1969-03-16,DE
3541,Kremer,Markus,1966-02-05,DE
3542,Grassmann,Greta,1948-04-22,DE
3543,Mertin,Emily,1976-08-01,DE
3544,Berck,Max,1972-10-02,DE
3545,Kolher,Emma,1989-10-17,DE
3546,Altmann,Josefine,1946-09-10,DE
3547,Mönch,Ernst,1979-01-27,DE
3548,Lukas,Conrad,1979-03-20,DE
3549,Tinnes,Ronja,1979-01-24,DE
3550,Dimke,Wilhelm,1985-07-31,DE
3551,Thalmann,Leonie,1987-07-15,DE
3552,Meyer,Lya,1984-05-25,DE
3553,Baumann,Benedikt,1992-07-04,DE
3554,Kilburger,Emma,1992-02-02,DE
3555,Freimann,Paulus,1985-10-17,DE
3556,Trummer,Anna,1979-02-22,DE
3557,Böotner,Tim,1951-03-06,DE
3558,Landreiter,Dominik,1989-02-20,DE
3559,Pfaffen,Max,1985-08-27,DE
3560,Fogel,Gretchen,1994-12-14,DE
3561,Hoffmeister,Helmut,1960-10-03,DE
3562,Glaser,Lilli,1961-10-22,DE
3563,Hans,Lisa,1981-01-13,DE
3564,Kreizer,Franziska,1948-07-02,DE
3565,Bernhard,Johanna,1957-10-17,DE
3566,Wagemann,Sebastian,1962-10-08,DE
3567,Vincentius,Harald,1985-03-24,DE
3568,Flamme,Gerald,1945-02-02,DE
3569,Obermayer,Johan,1950-12-14,DE
3570,Cederbom,Lars,1984-04-24,DE
3571,Schwartzberg,Emilie,1982-05-10,DE
3572,Bentz,Karl,1977-08-05,DE
3573,Räter,Gelsa,1952-08-01,DE
3574,Groshans,Edda,1972-07-19,DE
3575,Idt,Jens,1979-07-14,DE
3576,Obermeyer,Jana,1963-05-10,DE
3577,Jörg,Maya,1977-06-08,DE
3578,Meister,Rudy,1959-03-05,DE
3579,Farnbach,Wolgang,1951-10-02,DE
3580,Mohr,Tinka,1983-03-16,DE
3581,Kleinhans,Hannah,1993-01-05,DE
3582,Dinckel,Uwe,1979-07-19,DE
3583,Schwartzenberger,Horst,1977-03-26,DE
3584,Spillmann,Elke,1961-05-20,DE
3585,Faszbinder,Lilly,1970-04-07,DE
3586,Julius,Melina,1948-06-05,DE
3587,Jungling,Melina,1974-09-13,DE
3588,Mathis,Otho,1956-10-29,DE
3589,Kesler,Sofia,1956-10-27,DE
3590,Lambrecht,Petra,1993-09-03,DE
3591,Schumann,Gelsa,1993-07-25,DE
3592,Wickel,Jakob,1984-05-22,DE
3593,Müller,Franz,1994-09-27,DE
3594,Reiter,Gerd,1986-05-19,DE
3595,Messner,Waldemar,1969-07-18,DE
3596,Trommer,Johanna,1986-06-19,DE
3597,Ebstein,Edda,1965-10-21,DE
3598,Friedrich,Sylivia,1953-01-12,DE
3599,Aschenberner,Alina,1961-07-11,DE
3600,Angermann,Clara,1975-10-05,DE
3601,Tempel,Rainer,1990-02-13,DE
3602,Werder,Marlene,1968-06-26,DE
3603,Frantz,Katrin,1960-11-25,DE
3604,Stoffer,Sebastian,1971-11-06,DE
3605,Hauptmann,Lina,1991-07-03,DE
3606,Eberling,Holger,1991-11-21,DE
3607,Marx,Lotta,1991-12-01,DE
3608,Fett,Karl,1945-06-02,DE
3609,Franckel,Hubert,1950-02-06,DE
3610,Klinker,Hannah ,1962-08-05,DE
3611,Zumthor,Marlene,1964-03-31,DE
3612,Schmidt,Gerd,1961-03-10,DE
3613,Grosfeld,Leoni,1994-10-31,DE
3614,Gasthaus,Sara,1973-11-08,DE
3615,Steffens,Christof,1984-01-04,DE
3616,Kleinprinz,Jan,1966-01-22,DE
3617,Teitelman,Thilo,1966-11-21,DE
3618,Lehnard,Finnja,1989-10-21,DE
3619,Käsner,Joachim,1975-03-17,DE
3620,Kaufman,Siegfried,1954-07-15,DE
3621,Kraak,Kurt,1966-06-20,DE
3622,Müller,Diether,1980-06-03,DE
3623,Moor,Wilma,1982-12-15,DE
3624,Franciscus,Jakob,1951-08-04,DE
3625,Hammerschmitt,Eckart,1968-02-26,DE
3626,Mererson,Gerarde,1945-10-02,DE
3627,Zimmermann,Lia,1959-09-15,DE
3628,Dietrich,Rudolf,1975-12-20,DE
3629,Rank,Markus,1958-08-03,DE
3630,Walker,Franziska,1971-03-10,DE
3631,Kieffer,Flitzie,1972-02-17,DE
3632,Fraenkel,Ulbert,1968-01-14,DE
3633,Tischler,Gretchen,1980-11-13,DE
3634,Stinnes,Greta,1985-11-27,DE
3635,Maria,Paulus,1961-10-07,DE
3636,Schwarzmann,Pia,1986-06-06,DE
3637,Jacobs,Waldemar,1948-08-30,DE
3638,Frisch,Hans,1985-02-28,DE
3639,Dinkel,Hylda,1965-07-01,DE
3640,Tempels,Jens,1954-05-05,DE
3641,Weichmann,Lena,1971-08-28,DE
3642,Fuchs,Teresa,1968-11-28,DE
3643,Rosenberg,Lena,1986-01-09,DE
3644,Hofer,Luisa,1968-11-16,DE
3645,Kocher,Wolgang,1975-09-18,DE
3646,Josef,Diether,1991-03-15,DE
3647,Dorn,Julia,1987-06-23,DE
3648,Rosenau,Adrian,1972-05-20,DE
3649,Goldschmidt,Sarah,1967-03-04,DE
3650,Margraff,Christof,1982-08-25,DE
3651,Sochnchen,Marie,1985-10-13,DE
3652,Weingarten,Tinka,1986-05-20,DE
3653,Burg,Johan,1956-09-07,DE
3654,Veil,Lothar,1964-01-02,DE
3655,Dietz,Anna,1984-02-16,DE
3656,Damian,Robin,1950-06-20,DE
3657,Mülhnickel,Finja,1957-10-30,DE
3658,Kiffer,Paul,1951-12-15,DE
3659,Kess,Lina,1992-05-15,DE
3660,Wiesemann,Alexander,1985-07-22,DE
3661,Eschenbrenner,Gwendolin,1955-02-03,DE
3662,Kochman,Eckart,1970-12-25,DE
3663,Gras,Manfred,1951-05-10,DE
3664,Burger,Hermine,1985-04-11,DE
3665,Olgart,Holger,1972-10-07,DE
3666,Kellner,Emilie,1957-12-13,DE
3667,Esche,Sofie,1959-11-05,DE
3668,Bartholomaeus,Lara,1950-09-10,DE
3669,Heinrich,Emilia,1970-07-09,DE
3670,Kraemer,Christian,1957-12-14,DE
3671,Kesse,Eduard,1976-08-15,DE
3672,Cederman,Hannah,1956-12-17,DE
3673,Fet,Rudi,1950-08-27,DE
3674,Joppen,Giesela,1953-05-11,DE
3675,Benz,Ivonne,1976-12-02,DE
3676,Frank,Luisa,1973-07-12,DE
3677,Schwartzenberg,Julia,1955-03-06,DE
3678,Weille,Charlotte,1948-03-28,DE
3679,Hensler,Karl,1961-09-01,DE
3680,Ungefugt,Herman,1989-09-22,DE
3681,Gärtener,Florian,1974-02-13,DE
3682,Keller,Jakob,1956-11-18,DE
3683,Haas,Michael,1947-08-24,DE
3684,Gorris,Florian,1975-05-30,DE
3685,Lambling,Florian,1974-04-14,DE
3686,Karcher,Finnja,1953-08-25,DE
3687,Burgmeister,Ida,1958-12-14,DE
3688,Lenz,Wilma,1989-04-23,DE
3689,Möller,Erich,1965-01-11,DE
3690,Schneider,Sara,1970-01-15,DE
3691,Maüs,Frika,1971-04-27,DE
3692,Becker,Alina,1946-04-26,DE
3693,Pöpfer,Anton,1953-04-06,DE
3694,Schreiber,Joachim,1991-01-14,DE
3695,Tsederbaum,Emilie,1964-06-04,DE
3696,Berger,Günther,1966-06-28,DE
3697,Kellermann,Alice,1948-07-06,DE
3698,Leonhard,Pia,1954-08-18,DE
3699,Bergmann,Oskar,1981-05-09,DE
3700,Fetting,Claudia,1953-03-31,DE
3701,Goebel,Klaus,1992-04-11,DE
3702,Krämer,Jürgen,1989-04-03,DE
3703,Ziegler,Tanja,1972-08-29,DE
3704,Decker,Oliver,1982-01-13,DE
3705,Hoffman,Edda,1976-02-13,DE
3706,Heinz,Sophie,1969-12-19,DE
3707,Grosz,Emil,1949-03-07,DE
3708,Itti,Edmund,1957-07-01,DE
3709,Wilbrecht,Oswald,1948-12-22,DE
3710,Freymuth,Felix,1976-11-01,DE
3711,Walther,Bernhard,1967-12-22,DE
3712,Halperin,David,1957-09-30,DE
3713,Zeder,Marie,1977-02-09,DE
3714,Schwars,Leni,1973-05-28,DE
3715,Graaf,Gustav,1966-02-27,DE
3716,Heïob,Lisa,1990-01-20,DE
3717,Engel,Volker,1985-03-27,DE
3718,Erler,Josef,1947-08-11,DE
3719,Ritter,Freia,1971-05-12,DE
3720,Eiche,Liah,1984-01-05,DE
3721,Kochman,Maja,1964-08-02,DE
3722,Gras,Sofie,1994-04-15,DE
3723,Burger,Josef,1976-12-13,DE
3724,Olgart,Felix,1988-09-13,DE
3725,Kellner,Luisa,1991-08-27,DE
3726,Esche,Freia,1949-05-28,DE
3727,Bartholomaeus,Mia,1969-05-25,DE
3728,Heinrich,Egon,1981-12-13,DE
3729,Kraemer,Julian,1945-02-24,DE
3730,Kesse,Otho,1984-09-11,DE
3731,Cederman,Maya,1963-08-22,DE
3732,Fet,Lea,1965-01-16,DE
3733,Joppen,Zoe,1978-09-04,DE
3734,Benz,Erika,1949-09-26,DE
3735,Frank,Sylivia,1951-04-07,DE
3736,Schwartzenberg,Tobias,1948-06-05,DE
3737,Weille,Jana,1963-09-23,DE
3738,Hensler,Emma,1980-11-18,DE
3739,Ungefugt,Huberta,1955-11-14,DE
3740,Gärtener,Oliver,1986-12-10,DE
3741,Keller,Clara,1964-03-29,DE
3742,Haas,Waldemar,1976-04-15,DE
3743,Gorris,Jürgen,1986-03-29,DE
3744,Lambling,Hannah,1956-07-31,DE
3745,Karcher,Manfred,1973-02-01,DE
3746,Burgmeister,David,1960-01-08,DE
3747,Lenz,Stefan,1954-05-05,DE
3748,Möller,Manfred,1981-05-12,DE
3749,Schneider,Lea,1959-07-16,DE
3750,Maüs,Katrin,1968-06-06,DE
3751,Becker,Amelie,1973-07-22,DE
3752,Pöpfer,Eckart,1955-10-28,DE
3753,Schreiber,Josefine,1988-04-06,DE
3754,Tsederbaum,Adrian,1946-10-06,DE
3755,Berger,Lia,1956-02-29,DE
3756,Kellermann,Hermine,1980-06-09,DE
3757,Leonhard,Gerd,1946-07-04,DE
3758,Bergmann,Sophia,1985-08-27,DE
3759,Fetting,Leah,1979-01-23,DE
3760,Goebel,Mia,1982-08-11,DE
3761,Krämer,Jasmin,1970-08-18,DE
3762,Ziegler,Maja,1945-10-20,DE
3763,Decker,Pia,1972-01-18,DE
3764,Hoffman,Sara,1949-08-13,DE
3765,Heinz,Egon,1994-10-29,DE
3766,Grosz,Eberhard,1958-10-06,DE
3767,Itti,Laura,1960-12-31,DE
3768,Wilbrecht,Hans,1978-12-09,DE
3769,Freymuth,Gudrun,1984-08-15,DE
3770,Walther,Thorsten,1966-02-16,DE
3771,Halperin,Jasmin,1972-05-15,DE
3772,Zeder,Leni,1949-12-07,DE
3773,Schwars,Johanna,1968-09-23,DE
3774,Graaf,Sofie,1969-03-16,DE
3775,Heïob,Helmut,1987-06-30,DE
3776,Engel,Gretchen,1965-06-24,DE
3777,Erler,Lina,1989-07-06,DE
3778,Ritter,Lothar,1990-11-28,DE
3779,Eiche,Amelie,1951-01-29,DE
3780,Kochman,Tinka,1989-01-25,DE
3781,Gras,Sebastian,1969-08-30,DE
3782,Burger,Eberhard,1964-01-14,DE
3783,Olgart,Ottmar,1982-08-18,DE
3784,Kellner,Huberta,1945-12-02,DE
3785,Esche,Gustav,1985-09-01,DE
3786,Bartholomaeus,Blanca,1982-06-06,DE
3787,Heinrich,Alexander,1947-06-14,DE
3788,Kraemer,Markus,1980-02-23,DE
3789,Kesse,Mia,1985-09-17,DE
3790,Cederman,Nina,1972-06-04,DE
3791,Fet,Joachim,1967-08-01,DE
3792,Joppen,Edmund,1993-06-16,DE
3793,Benz,Frieda,1985-06-28,DE
3794,Frank,Klaus,1965-09-15,DE
3795,Schwartzenberg,Stefan,1976-12-14,DE
3796,Weille,Marie,1966-12-09,DE
3797,Hensler,Otto,1982-02-08,DE
3798,Ungefugt,Mats,1980-06-24,DE
3799,Gärtener,Frika,1959-03-29,DE
3800,Keller,Herman,1961-05-23,DE
3801,Haas,Rudy,1991-02-16,DE
3802,Gorris,Michael,1964-06-04,DE
3803,Lambling,Harald,1982-06-14,DE
3804,Karcher,Maximilian,1946-01-02,DE
3805,Burgmeister,Dominik,1988-05-19,DE
3806,Lenz,Marlene,1990-06-22,DE
3807,Möller,Jens,1991-07-04,DE
3808,Schneider,Anton,1981-08-01,DE
3809,Maüs,Julia,1963-03-24,DE
3810,Becker,Maja,1948-12-23,DE
3811,Pöpfer,Ulbert,1959-07-17,DE
3812,Schreiber,Wilhelm,1954-10-28,DE
3813,Tsederbaum,Neele,1989-08-21,DE
3814,Berger,Josephine,1963-12-05,DE
3815,Kellermann,Blanca,1992-10-06,DE
3816,Leonhard,Marco,1962-05-03,DE
3817,Bergmann,Ottmar,1955-12-11,DE
3818,Fetting,Flitzie,1975-04-25,DE
3819,Goebel,Felix,1957-12-15,DE
3820,Krämer,Ida,1946-01-20,DE
3821,Ziegler,Stefan,1952-04-25,DE
3822,Decker,Josef,1981-10-20,DE
3823,Hoffman,Rudiger,1974-11-27,DE
3824,Heinz,Sofia,1972-08-13,DE
3825,Grosz,Claudia,1950-03-06,DE
3826,Itti,Hilde,1948-01-22,DE
3827,Wilbrecht,Amelie,1966-03-13,DE
3828,Freymuth,Lili,1991-05-18,DE
3829,Walther,Till,1988-05-16,DE
3830,Halperin,Alda,1965-10-20,DE
3831,Zeder,Clara,1976-01-20,DE
3832,Schwars,Werner,1973-11-02,DE
3833,Graaf,Leon,1968-01-29,DE
3834,Heïob,Kevin,1947-02-27,DE
3835,Engel,Mats,1992-01-09,DE
3836,Erler,Erich,1957-02-24,DE
3837,Ritter,Lando,1959-11-10,DE
3838,Eiche,Tanja,1986-04-27,DE
3839,Baumgarten,Franziska,1990-01-05,DE
3840,Franfurter,Leoni,1973-04-29,DE
3841,Karl,Derrek,1951-08-09,DE
3842,Nagel,Lili,1964-08-20,DE
3843,Francfort,Thomas,1985-06-29,DE
3844,Bischoff,Louisa,1973-07-20,DE
3845,Kocks,Birgit,1990-04-25,DE
3846,Huhn,Lea,1957-10-04,DE
3847,Schmitt,Frieda,1986-10-26,DE
3848,Danel,Julian,1963-05-22,DE
3849,Meier,Leopold,1951-10-20,DE
3850,Kruger,Mats,1986-06-04,DE
3851,Vincent,Lili,1962-01-26,DE
3852,Marcus,Conrad,1962-02-25,DE
3853,Drummer,Lara,1945-12-10,DE
3854,Foster,Siegfried,1974-03-28,DE
3855,Brückmann,Melina,1988-10-30,DE
3856,Thomaes,Holger,1976-07-23,DE
3857,Tsederboim,Maya,1985-07-11,DE
3858,Robert,Laura,1959-11-04,DE
3859,Siemens,Josefine,1988-04-24,DE
3860,Honecker,Adrian,1988-10-08,DE
3861,Rosenbaum,Gerarde,1971-01-31,DE
3862,Falkenback,Eberhard,1963-08-26,DE
3863,Müller,Birgit,1965-10-31,DE
3864,Eichmmann,Lilli,1987-05-30,DE
3865,Schaeffer,Harald,1959-12-27,DE
3866,Hammerschmidt,Ida,1986-10-04,DE
3867,Kauffman,Paula,1975-03-23,DE
3868,Mutt,Lya,1948-12-06,DE
3869,Freudiger,Louisa,1994-02-15,DE
3870,Wiedemann,Jonas,1969-03-29,DE
3871,Holz,Paul,1946-03-24,DE
3872,Halbronn,Lya,1993-08-03,DE
3873,Bartel,Jupp,1977-06-02,DE
3874,Brama,Volker,1992-02-16,DE
3875,Landgraf,Uwe,1990-01-30,DE
3876,Eberhard,Paul,1975-02-08,DE
3877,Haes,Lena,1969-12-16,DE
3878,Faber,Alda,1989-05-06,DE
3879,Jopp,Rainer,1956-04-03,DE
3880,Pfaff,Greta,1988-08-19,DE
3881,Engländer,Rudy,1981-02-25,DE
3882,Kremer,Herman,1945-03-29,DE
3883,Grassmann,Rainer,1952-11-04,DE
3884,Mertin,Leni,1947-03-12,DE
3885,Berck,Uwe,1979-03-31,DE
3886,Kolher,David,1947-11-23,DE
3887,Altmann,Rudi,1953-04-25,DE
3888,Mönch,Niklas,1979-12-05,DE
3889,Lukas,Klaus,1952-12-07,DE
3890,Tinnes,Rudi,1976-12-19,DE
3891,Dimke,Max,1984-01-23,DE
3892,Thalmann,Bernhard,1980-12-02,DE
3893,Meyer,Lia,1989-10-22,DE
3894,Baumann,Ralf,1965-12-31,DE
3895,Kilburger,Tim,1986-07-13,DE
3896,Freimann,Diether,1992-10-06,DE
3897,Trummer,Leopold,1972-04-13,DE
3898,Böotner,Wolgang,1962-12-17,DE
3899,Landreiter,Gelsa,1962-11-14,DE
3900,Pfaffen,Leopold,1945-04-01,DE
3901,Fogel,Klara,1986-08-12,DE
3902,Hoffmeister,Lara,1984-11-14,DE
3903,Glaser,Laura,1967-08-03,DE
3904,Hans,Michael,1950-07-12,DE
3905,Kreizer,Alexander,1966-08-19,DE
3906,Bernhard,Annika,1945-06-10,DE
3907,Wagemann,Giesela,1966-03-08,DE
3908,Vincentius,Otho,1955-03-07,DE
3909,Flamme,Maximilian,1971-02-27,DE
3910,Obermayer,Linda,1948-03-16,DE
3911,Cederbom,Flitzie,1984-11-30,DE
3912,Schwartzberg,Richard,1979-03-15,DE
3913,Bentz,Zoe,1956-01-22,DE
3914,Räter,Anja,1972-02-21,DE
3915,Groshans,Nele,1979-07-05,DE
3916,Idt,Brunhild,1945-04-23,DE
3917,Obermeyer,Maximilian,1982-04-28,DE
3918,Jörg,Derrek,1949-06-05,DE
3919,Meister,Dominik,1945-11-25,DE
3920,Farnbach,Sylivia,1985-04-12,DE
3921,Mohr,Nina,1967-03-08,DE
3922,Kleinhans,Liah,1950-06-25,DE
3923,Dinckel,Julian,1972-11-25,DE
3924,Schwartzenberger,Zoe,1962-07-23,DE
3925,Spillmann,Egon,1987-01-12,DE
3926,Faszbinder,Leah,1992-04-01,DE
3927,Julius,Nina,1987-10-20,DE
3928,Jungling,Dieter,1975-08-18,DE
3929,Mathis,Gerarde,1969-08-20,DE
3930,Kesler,Ulbert,1954-12-01,DE
3931,Lambrecht,Erich,1965-11-14,DE
3932,Schumann,Alda,1951-04-05,DE
3933,Wickel,Siegfried,1972-02-12,DE
3934,Hasse,Artur,1964-04-11,DE
3935,Reiter,Leonie,1969-07-23,DE
3936,Messner,Derrek,1982-04-23,DE
3937,Trommer,Hanna,1957-05-12,DE
3938,Ebstein,Andreas,1986-05-16,DE
3939,Friedrich,Claudia,1965-07-30,DE
3940,Aschenberner,Ernst,1960-05-26,DE
3941,Angermann,Lothar,1946-04-19,DE
3942,Tempel,Ulrich,1959-03-09,DE
3943,Werder,Birgit,1979-04-01,DE
3944,Frantz,Tim,1989-12-03,DE
3945,Stoffer,Volker,1970-10-13,DE
3946,Hauptmann,Paul,1970-03-11,DE
3947,Eberling,Lukas,1974-04-27,DE
3948,Marx,Gudrun,1965-06-24,DE
3949,Fett,Anna,1965-10-11,DE
3950,Franckel,Engelbert,1952-04-05,DE
3951,Klinker,Jonas,1968-11-30,DE
3952,Zumthor,Anton,1960-05-08,DE
3953,Schmidt,Wilma,1959-02-21,DE
3954,Grosfeld,Jasmin,1983-08-26,DE
3955,Gasthaus,Kristina,1966-01-31,DE
3956,Steffens,Paulus,1954-02-09,DE
3957,Kleinprinz,Frieda,1950-12-20,DE
3958,Teitelman,Wilhelm,1991-05-15,DE
3959,Lehnard,Hans,1979-07-12,DE
3960,Käsner,Lidwine,1966-05-08,DE
3961,Baumgarten,Giesela,1987-07-12,DE
3962,Franfurter,Liah,1947-10-20,DE
3963,Karl,Philipp,1975-09-14,DE
